pdbid,frame,t_infer_s
3coy-crystal,-1.0,0.008077476173639297
3coz-crystal,-1.0,0.008077476173639297
3d4z-crystal,-1.0,0.008077476173639297
3d6q-crystal,-1.0,0.008077476173639297
3dd0-crystal,-1.0,0.008077476173639297
3dx1-crystal,-1.0,0.008077476173639297
3dx2-crystal,-1.0,0.008077476173639297
3dxg-crystal,-1.0,0.008077476173639297
3e5a-crystal,-1.0,0.008077476173639297
3e92-crystal,-1.0,0.008077476173639297
3e93-crystal,-1.0,0.008077476173639297
3ebp-crystal,-1.0,0.008077476173639297
3ehy-crystal,-1.0,0.008077476173639297
3ejr-crystal,-1.0,0.0074282195419073105
3f3a-crystal,-1.0,0.0074282195419073105
3f3c-crystal,-1.0,0.0074282195419073105
3f3d-crystal,-1.0,0.0074282195419073105
3f3e-crystal,-1.0,0.0074282195419073105
3fcq-crystal,-1.0,0.0074282195419073105
3fur-crystal,-1.0,0.0074282195419073105
3fv1-crystal,-1.0,0.0074282195419073105
3fv2-crystal,-1.0,0.0074282195419073105
3g0w-crystal,-1.0,0.0074282195419073105
3g2n-crystal,-1.0,0.0074282195419073105
3g2z-crystal,-1.0,0.0074282195419073105
3g31-crystal,-1.0,0.0074282195419073105
3gbb-crystal,-1.0,0.0074282195419073105
3gc5-crystal,-1.0,0.0074282195419073105
3ge7-crystal,-1.0,0.0074282195419073105
3gnw-crystal,-1.0,0.007905209437012672
3gr2-crystal,-1.0,0.007905209437012672
3gv9-crystal,-1.0,0.007905209437012672
3gy4-crystal,-1.0,0.007905209437012672
3ivg-crystal,-1.0,0.007905209437012672
3jvr-crystal,-1.0,0.007905209437012672
3jvs-crystal,-1.0,0.007905209437012672
3jya-crystal,-1.0,0.007905209437012672
3k5v-crystal,-1.0,0.007905209437012672
3kgp-crystal,-1.0,0.007905209437012672
3kr8-crystal,-1.0,0.007905209437012672
3kwa-crystal,-1.0,0.007905209437012672
3l7b-crystal,-1.0,0.007905209437012672
3lka-crystal,-1.0,0.007905209437012672
3mss-crystal,-1.0,0.007905209437012672
3myg-crystal,-1.0,0.007905209437012672
3n76-crystal,-1.0,0.010361423715949059
3n7a-crystal,-1.0,0.010361423715949059
3n86-crystal,-1.0,0.010361423715949059
3nq9-crystal,-1.0,0.010361423715949059
3nw9-crystal,-1.0,0.010361423715949059
3nx7-crystal,-1.0,0.010361423715949059
3o9i-crystal,-1.0,0.010361423715949059
3oe4-crystal,-1.0,0.010361423715949059
3oe5-crystal,-1.0,0.010361423715949059
3ozs-crystal,-1.0,0.010361423715949059
3ozt-crystal,-1.0,0.010361423715949059
3p5o-crystal,-1.0,0.010361423715949059
3prs-crystal,-1.0,0.010361423715949059
3pww-crystal,-1.0,0.010361423715949059
3pxf-crystal,-1.0,0.010361423715949059
3pyy-crystal,-1.0,0.010361423715949059
3qgy-crystal,-1.0,0.008006513118743896
3qqs-crystal,-1.0,0.008006513118743896
3r88-crystal,-1.0,0.008006513118743896
3rlr-crystal,-1.0,0.008006513118743896
3rr4-crystal,-1.0,0.008006513118743896
3rsx-crystal,-1.0,0.008006513118743896
3ryj-crystal,-1.0,0.008006513118743896
3syr-crystal,-1.0,0.008006513118743896
3tsk-crystal,-1.0,0.008006513118743896
3twp-crystal,-1.0,0.008006513118743896
3u5j-crystal,-1.0,0.008006513118743896
3u8k-crystal,-1.0,0.008006513118743896
3u8n-crystal,-1.0,0.008006513118743896
3u9q-crystal,-1.0,0.008006513118743896
3udh-crystal,-1.0,0.008006513118743896
3ueu-crystal,-1.0,0.008006513118743896
3uev-crystal,-1.0,0.022276971489191055
3uew-crystal,-1.0,0.022276971489191055
3uex-crystal,-1.0,0.022276971489191055
3ui7-crystal,-1.0,0.022276971489191055
3uo4-crystal,-1.0,0.022276971489191055
3up2-crystal,-1.0,0.022276971489191055
3uri-crystal,-1.0,0.022276971489191055
3utu-crystal,-1.0,0.022276971489191055
3uuo-crystal,-1.0,0.022276971489191055
3wtj-crystal,-1.0,0.022276971489191055
3wz8-crystal,-1.0,0.022276971489191055
3zdg-crystal,-1.0,0.022276971489191055
3zso-crystal,-1.0,0.022276971489191055
3zsx-crystal,-1.0,0.022276971489191055
3zt2-crystal,-1.0,0.022276971489191055
4abg-crystal,-1.0,0.022276971489191055
4agn-crystal,-1.0,0.011742720380425453
4agp-crystal,-1.0,0.011742720380425453
4agq-crystal,-1.0,0.011742720380425453
4bkt-crystal,-1.0,0.011742720380425453
4cig-crystal,-1.0,0.011742720380425453
4ciw-crystal,-1.0,0.011742720380425453
4cr9-crystal,-1.0,0.011742720380425453
4cra-crystal,-1.0,0.011742720380425453
4crc-crystal,-1.0,0.011742720380425453
4ddh-crystal,-1.0,0.011742720380425453
4ddk-crystal,-1.0,0.011742720380425453
4de1-crystal,-1.0,0.011742720380425453
4de2-crystal,-1.0,0.011742720380425453
4de3-crystal,-1.0,0.011742720380425453
4djv-crystal,-1.0,0.011742720380425453
4dld-crystal,-1.0,0.011742720380425453
4dli-crystal,-1.0,0.028779974207282066
4e5w-crystal,-1.0,0.028779974207282066
4e6q-crystal,-1.0,0.028779974207282066
4ea2-crystal,-1.0,0.028779974207282066
4eky-crystal,-1.0,0.028779974207282066
4eo8-crystal,-1.0,0.028779974207282066
4eor-crystal,-1.0,0.028779974207282066
4f09-crystal,-1.0,0.028779974207282066
4f2w-crystal,-1.0,0.028779974207282066
4f3c-crystal,-1.0,0.028779974207282066
4f9w-crystal,-1.0,0.028779974207282066
4gfm-crystal,-1.0,0.028779974207282066
4gid-crystal,-1.0,0.028779974207282066
4gkm-crystal,-1.0,0.028779974207282066
4gr0-crystal,-1.0,0.028779974207282066
4hge-crystal,-1.0,0.028779974207282066
4ih5-crystal,-1.0,0.020579351112246513
4ih7-crystal,-1.0,0.020579351112246513
4ivb-crystal,-1.0,0.020579351112246513
4ivc-crystal,-1.0,0.020579351112246513
4ivd-crystal,-1.0,0.020579351112246513
4j21-crystal,-1.0,0.020579351112246513
4j28-crystal,-1.0,0.020579351112246513
4j3l-crystal,-1.0,0.020579351112246513
4jfs-crystal,-1.0,0.020579351112246513
4jia-crystal,-1.0,0.020579351112246513
4jsz-crystal,-1.0,0.020579351112246513
4jxs-crystal,-1.0,0.020579351112246513
4k18-crystal,-1.0,0.020579351112246513
4k77-crystal,-1.0,0.020579351112246513
4kz6-crystal,-1.0,0.020579351112246513
4kzq-crystal,-1.0,0.020579351112246513
4kzu-crystal,-1.0,0.00853438675403595
4llx-crystal,-1.0,0.00853438675403595
4lzs-crystal,-1.0,0.00853438675403595
4m0y-crystal,-1.0,0.00853438675403595
4m0z-crystal,-1.0,0.00853438675403595
4mgd-crystal,-1.0,0.00853438675403595
4mme-crystal,-1.0,0.00853438675403595
4ogj-crystal,-1.0,0.00853438675403595
4owm-crystal,-1.0,0.00853438675403595
4pcs-crystal,-1.0,0.00853438675403595
4qac-crystal,-1.0,0.00853438675403595
4qd6-crystal,-1.0,0.00853438675403595
4rfm-crystal,-1.0,0.00853438675403595
4tmn-crystal,-1.0,0.00853438675403595
4twp-crystal,-1.0,0.00853438675403595
4ty7-crystal,-1.0,0.00853438675403595
4u4s-crystal,-1.0,0.041183363646268845
4w9c-crystal,-1.0,0.041183363646268845
4w9h-crystal,-1.0,0.041183363646268845
4w9i-crystal,-1.0,0.041183363646268845
4w9l-crystal,-1.0,0.041183363646268845
4wiv-crystal,-1.0,0.041183363646268845
4x6p-crystal,-1.0,0.041183363646268845
5a7b-crystal,-1.0,0.041183363646268845
5aba-crystal,-1.0,0.041183363646268845
5c28-crystal,-1.0,0.041183363646268845
5c2h-crystal,-1.0,0.041183363646268845
5dwr-crystal,-1.0,0.041183363646268845
5tmn-crystal,-1.0,0.041183363646268845
1a30-boltz,-1.0,0.041183363646268845
1a30-rosetta-0027,-1.0,0.041183363646268845
1a30-rosetta-0035,-1.0,0.041183363646268845
1a30-rosetta-0037,-1.0,0.045152828097343445
1a30-rosetta-0059,-1.0,0.045152828097343445
1a30-rosetta-0080,-1.0,0.045152828097343445
1a30-rosetta-0081,-1.0,0.045152828097343445
1a30-rosetta-0094,-1.0,0.045152828097343445
1a30-rosetta-0104,-1.0,0.045152828097343445
1a30-rosetta-0108,-1.0,0.045152828097343445
1a30-rosetta-0119,-1.0,0.045152828097343445
1a30-rosetta-0135,-1.0,0.045152828097343445
1a30-rosetta-0137,-1.0,0.045152828097343445
1a30-rosetta-0144,-1.0,0.045152828097343445
1a30-rosetta-0145,-1.0,0.045152828097343445
1a30-rosetta-0171,-1.0,0.045152828097343445
1a30-rosetta-0193,-1.0,0.045152828097343445
1a30-rosetta-0196,-1.0,0.045152828097343445
1a30-rosetta-0206,-1.0,0.045152828097343445
1a30-rosetta-0214,-1.0,0.01785421185195446
1a30-rosetta-0227,-1.0,0.01785421185195446
1a30-rosetta-0235,-1.0,0.01785421185195446
1a30-rosetta-0243,-1.0,0.01785421185195446
1a30-rosetta-0248,-1.0,0.01785421185195446
1a30-rosetta-0265,-1.0,0.01785421185195446
1a30-rosetta-0280,-1.0,0.01785421185195446
1a30-rosetta-0284,-1.0,0.01785421185195446
1a30-rosetta-0289,-1.0,0.01785421185195446
1a30-rosetta-0291,-1.0,0.01785421185195446
1a30-rosetta-0293,-1.0,0.01785421185195446
1a30-rosetta-0296,-1.0,0.01785421185195446
1a30-rosetta-0306,-1.0,0.01785421185195446
1a30-rosetta-0311,-1.0,0.01785421185195446
1a30-rosetta-0316,-1.0,0.01785421185195446
1a30-rosetta-0325,-1.0,0.01785421185195446
1a30-rosetta-0329,-1.0,0.06220206990838051
1a30-rosetta-0331,-1.0,0.06220206990838051
1a30-rosetta-0335,-1.0,0.06220206990838051
1a30-rosetta-0381,-1.0,0.06220206990838051
1a30-rosetta-0384,-1.0,0.06220206990838051
1a30-rosetta-0386,-1.0,0.06220206990838051
1a30-rosetta-0402,-1.0,0.06220206990838051
1a30-rosetta-0427,-1.0,0.06220206990838051
1a30-rosetta-0433,-1.0,0.06220206990838051
1a30-rosetta-0450,-1.0,0.06220206990838051
1a30-rosetta-0481,-1.0,0.06220206990838051
1a30-rosetta-0488,-1.0,0.06220206990838051
1a30-rosetta-0489,-1.0,0.06220206990838051
1a30-rosetta-0496,-1.0,0.06220206990838051
1a30-rosetta-0500,-1.0,0.06220206990838051
1a30-rosetta-0525,-1.0,0.06220206990838051
1a30-rosetta-0532,-1.0,0.009355081245303154
1a30-rosetta-0554,-1.0,0.009355081245303154
1a30-rosetta-0557,-1.0,0.009355081245303154
1a30-rosetta-0559,-1.0,0.009355081245303154
1a30-rosetta-0567,-1.0,0.009355081245303154
1a30-rosetta-0577,-1.0,0.009355081245303154
1a30-rosetta-0583,-1.0,0.009355081245303154
1a30-rosetta-0594,-1.0,0.009355081245303154
1a30-rosetta-0601,-1.0,0.009355081245303154
1a30-rosetta-0602,-1.0,0.009355081245303154
1a30-rosetta-0605,-1.0,0.009355081245303154
1a30-rosetta-0614,-1.0,0.009355081245303154
1a30-rosetta-0624,-1.0,0.009355081245303154
1a30-rosetta-0653,-1.0,0.009355081245303154
1a30-rosetta-0661,-1.0,0.009355081245303154
1a30-rosetta-0663,-1.0,0.009355081245303154
1a30-rosetta-0678,-1.0,0.019408872351050377
1a30-rosetta-0682,-1.0,0.019408872351050377
1a30-rosetta-0684,-1.0,0.019408872351050377
1a30-rosetta-0694,-1.0,0.019408872351050377
1a30-rosetta-0697,-1.0,0.019408872351050377
1a30-rosetta-0709,-1.0,0.019408872351050377
1a30-rosetta-0714,-1.0,0.019408872351050377
1a30-rosetta-0722,-1.0,0.019408872351050377
1a30-rosetta-0733,-1.0,0.019408872351050377
1a30-rosetta-0736,-1.0,0.019408872351050377
1a30-rosetta-0742,-1.0,0.019408872351050377
1a30-rosetta-0773,-1.0,0.019408872351050377
1a30-rosetta-0778,-1.0,0.019408872351050377
1a30-rosetta-0779,-1.0,0.019408872351050377
1a30-rosetta-0791,-1.0,0.019408872351050377
1a30-rosetta-0808,-1.0,0.019408872351050377
1a30-rosetta-0821,-1.0,0.01967119611799717
1a30-rosetta-0822,-1.0,0.01967119611799717
1a30-rosetta-0832,-1.0,0.01967119611799717
1a30-rosetta-0845,-1.0,0.01967119611799717
1a30-rosetta-0860,-1.0,0.01967119611799717
1a30-rosetta-0882,-1.0,0.01967119611799717
1a30-rosetta-0884,-1.0,0.01967119611799717
1a30-rosetta-0896,-1.0,0.01967119611799717
1a30-rosetta-0907,-1.0,0.01967119611799717
1a30-rosetta-0911,-1.0,0.01967119611799717
1a30-rosetta-0927,-1.0,0.01967119611799717
1a30-rosetta-0936,-1.0,0.01967119611799717
1a30-rosetta-0937,-1.0,0.01967119611799717
1a30-rosetta-0943,-1.0,0.01967119611799717
1a30-rosetta-0955,-1.0,0.01967119611799717
1a30-rosetta-0957,-1.0,0.01967119611799717
1a30-rosetta-0986,-1.0,0.02097342722117901
1a30-rosetta-0988,-1.0,0.02097342722117901
1bcu-boltz,-1.0,0.02097342722117901
1bcu-gnina-0001,-1.0,0.02097342722117901
1bcu-gnina-0002,-1.0,0.02097342722117901
1bcu-gnina-0003,-1.0,0.02097342722117901
1bcu-gnina-0004,-1.0,0.02097342722117901
1bcu-gnina-0005,-1.0,0.02097342722117901
1bcu-gnina-0006,-1.0,0.02097342722117901
1bcu-gnina-0007,-1.0,0.02097342722117901
1bcu-gnina-0008,-1.0,0.02097342722117901
1bcu-gnina-0009,-1.0,0.02097342722117901
1bcu-gnina-0010,-1.0,0.02097342722117901
1bcu-gnina-0011,-1.0,0.02097342722117901
1bcu-gnina-0012,-1.0,0.02097342722117901
1bcu-gnina-0013,-1.0,0.02097342722117901
1bcu-gnina-0014,-1.0,0.11301680281758308
1bcu-gnina-0015,-1.0,0.11301680281758308
1bcu-gnina-0016,-1.0,0.11301680281758308
1bcu-gnina-0017,-1.0,0.11301680281758308
1bcu-gnina-0018,-1.0,0.11301680281758308
1bcu-gnina-0019,-1.0,0.11301680281758308
1bcu-gnina-0020,-1.0,0.11301680281758308
1bcu-gnina-0021,-1.0,0.11301680281758308
1bcu-gnina-0022,-1.0,0.11301680281758308
1bcu-gnina-0023,-1.0,0.11301680281758308
1bcu-gnina-0024,-1.0,0.11301680281758308
1bcu-gnina-0025,-1.0,0.11301680281758308
1bcu-gnina-0026,-1.0,0.11301680281758308
1bcu-gnina-0027,-1.0,0.11301680281758308
1bcu-gnina-0028,-1.0,0.11301680281758308
1bcu-gnina-0029,-1.0,0.11301680281758308
1bcu-gnina-0030,-1.0,0.009259309619665146
1bcu-gnina-0031,-1.0,0.009259309619665146
1bcu-gnina-0032,-1.0,0.009259309619665146
1bcu-gnina-0033,-1.0,0.009259309619665146
1bcu-gnina-0034,-1.0,0.009259309619665146
1bcu-gnina-0035,-1.0,0.009259309619665146
1bcu-gnina-0036,-1.0,0.009259309619665146
1bcu-gnina-0037,-1.0,0.009259309619665146
1bcu-gnina-0038,-1.0,0.009259309619665146
1bcu-gnina-0039,-1.0,0.009259309619665146
1bcu-gnina-0040,-1.0,0.009259309619665146
1bcu-gnina-0041,-1.0,0.009259309619665146
1bcu-gnina-0042,-1.0,0.009259309619665146
1bcu-gnina-0043,-1.0,0.009259309619665146
1bcu-gnina-0044,-1.0,0.009259309619665146
1bcu-gnina-0045,-1.0,0.009259309619665146
1bcu-gnina-0046,-1.0,0.029144100844860077
1bcu-gnina-0047,-1.0,0.029144100844860077
1bcu-gnina-0048,-1.0,0.029144100844860077
1bcu-gnina-0049,-1.0,0.029144100844860077
1bcu-gnina-0050,-1.0,0.029144100844860077
1bcu-gnina-0051,-1.0,0.029144100844860077
1bcu-gnina-0052,-1.0,0.029144100844860077
1bcu-gnina-0053,-1.0,0.029144100844860077
1bcu-gnina-0054,-1.0,0.029144100844860077
1bcu-gnina-0055,-1.0,0.029144100844860077
1bcu-gnina-0056,-1.0,0.029144100844860077
1bcu-gnina-0057,-1.0,0.029144100844860077
1bcu-gnina-0058,-1.0,0.029144100844860077
1bcu-gnina-0059,-1.0,0.029144100844860077
1bcu-gnina-0060,-1.0,0.029144100844860077
1bcu-gnina-0061,-1.0,0.029144100844860077
1bcu-gnina-0062,-1.0,0.007643809542059898
1bcu-gnina-0063,-1.0,0.007643809542059898
1bcu-gnina-0064,-1.0,0.007643809542059898
1bcu-gnina-0065,-1.0,0.007643809542059898
1bcu-gnina-0066,-1.0,0.007643809542059898
1bcu-gnina-0067,-1.0,0.007643809542059898
1bcu-gnina-0068,-1.0,0.007643809542059898
1bcu-gnina-0069,-1.0,0.007643809542059898
1bcu-gnina-0070,-1.0,0.007643809542059898
1bcu-gnina-0071,-1.0,0.007643809542059898
1bcu-gnina-0072,-1.0,0.007643809542059898
1bcu-gnina-0073,-1.0,0.007643809542059898
1bcu-gnina-0074,-1.0,0.007643809542059898
1bcu-gnina-0075,-1.0,0.007643809542059898
1bcu-gnina-0076,-1.0,0.007643809542059898
1bcu-gnina-0077,-1.0,0.007643809542059898
1bcu-gnina-0078,-1.0,0.05954505689442158
1bcu-gnina-0079,-1.0,0.05954505689442158
1bcu-gnina-0080,-1.0,0.05954505689442158
1bcu-gnina-0081,-1.0,0.05954505689442158
1bcu-gnina-0082,-1.0,0.05954505689442158
1bcu-gnina-0083,-1.0,0.05954505689442158
1bcu-gnina-0084,-1.0,0.05954505689442158
1bcu-gnina-0085,-1.0,0.05954505689442158
1bcu-gnina-0086,-1.0,0.05954505689442158
1bcu-gnina-0087,-1.0,0.05954505689442158
1bcu-gnina-0088,-1.0,0.05954505689442158
1bcu-gnina-0089,-1.0,0.05954505689442158
1bcu-gnina-0090,-1.0,0.05954505689442158
1bcu-gnina-0091,-1.0,0.05954505689442158
1bcu-gnina-0092,-1.0,0.05954505689442158
1bcu-gnina-0093,-1.0,0.05954505689442158
1bcu-gnina-0094,-1.0,0.010824227705597878
1bcu-gnina-0095,-1.0,0.010824227705597878
1bcu-gnina-0096,-1.0,0.010824227705597878
1bcu-gnina-0097,-1.0,0.010824227705597878
1bcu-gnina-0098,-1.0,0.010824227705597878
1bcu-gnina-0099,-1.0,0.010824227705597878
1bcu-gnina-0100,-1.0,0.010824227705597878
1bcu-rosetta-0006,-1.0,0.010824227705597878
1bcu-rosetta-0015,-1.0,0.010824227705597878
1bcu-rosetta-0020,-1.0,0.010824227705597878
1bcu-rosetta-0024,-1.0,0.010824227705597878
1bcu-rosetta-0050,-1.0,0.010824227705597878
1bcu-rosetta-0055,-1.0,0.010824227705597878
1bcu-rosetta-0057,-1.0,0.010824227705597878
1bcu-rosetta-0059,-1.0,0.010824227705597878
1bcu-rosetta-0066,-1.0,0.010824227705597878
1bcu-rosetta-0070,-1.0,0.013994589447975159
1bcu-rosetta-0078,-1.0,0.013994589447975159
1bcu-rosetta-0081,-1.0,0.013994589447975159
1bcu-rosetta-0094,-1.0,0.013994589447975159
1bcu-rosetta-0110,-1.0,0.013994589447975159
1bcu-rosetta-0112,-1.0,0.013994589447975159
1bcu-rosetta-0122,-1.0,0.013994589447975159
1bcu-rosetta-0124,-1.0,0.013994589447975159
1bcu-rosetta-0125,-1.0,0.013994589447975159
1bcu-rosetta-0128,-1.0,0.013994589447975159
1bcu-rosetta-0130,-1.0,0.013994589447975159
1bcu-rosetta-0150,-1.0,0.013994589447975159
1bcu-rosetta-0167,-1.0,0.013994589447975159
1bcu-rosetta-0169,-1.0,0.013994589447975159
1bcu-rosetta-0170,-1.0,0.013994589447975159
1bcu-rosetta-0172,-1.0,0.013994589447975159
1bcu-rosetta-0181,-1.0,0.018185127526521683
1bcu-rosetta-0201,-1.0,0.018185127526521683
1bcu-rosetta-0213,-1.0,0.018185127526521683
1bcu-rosetta-0218,-1.0,0.018185127526521683
1bcu-rosetta-0219,-1.0,0.018185127526521683
1bcu-rosetta-0234,-1.0,0.018185127526521683
1bcu-rosetta-0255,-1.0,0.018185127526521683
1bcu-rosetta-0282,-1.0,0.018185127526521683
1bcu-rosetta-0285,-1.0,0.018185127526521683
1bcu-rosetta-0296,-1.0,0.018185127526521683
1bcu-rosetta-0317,-1.0,0.018185127526521683
1bcu-rosetta-0319,-1.0,0.018185127526521683
1bcu-rosetta-0326,-1.0,0.018185127526521683
1bcu-rosetta-0327,-1.0,0.018185127526521683
1bcu-rosetta-0363,-1.0,0.018185127526521683
1bcu-rosetta-0371,-1.0,0.018185127526521683
1bcu-rosetta-0378,-1.0,0.009542934596538544
1bcu-rosetta-0403,-1.0,0.009542934596538544
1bcu-rosetta-0406,-1.0,0.009542934596538544
1bcu-rosetta-0416,-1.0,0.009542934596538544
1bcu-rosetta-0435,-1.0,0.009542934596538544
1bcu-rosetta-0447,-1.0,0.009542934596538544
1bcu-rosetta-0456,-1.0,0.009542934596538544
1bcu-rosetta-0468,-1.0,0.009542934596538544
1bcu-rosetta-0469,-1.0,0.009542934596538544
1bcu-rosetta-0481,-1.0,0.009542934596538544
1bcu-rosetta-0489,-1.0,0.009542934596538544
1bcu-rosetta-0495,-1.0,0.009542934596538544
1bcu-rosetta-0499,-1.0,0.009542934596538544
1bcu-rosetta-0502,-1.0,0.009542934596538544
1bcu-rosetta-0520,-1.0,0.009542934596538544
1bcu-rosetta-0529,-1.0,0.009542934596538544
1bcu-rosetta-0538,-1.0,0.007435804232954979
1bcu-rosetta-0547,-1.0,0.007435804232954979
1bcu-rosetta-0559,-1.0,0.007435804232954979
1bcu-rosetta-0565,-1.0,0.007435804232954979
1bcu-rosetta-0574,-1.0,0.007435804232954979
1bcu-rosetta-0593,-1.0,0.007435804232954979
1bcu-rosetta-0620,-1.0,0.007435804232954979
1bcu-rosetta-0647,-1.0,0.007435804232954979
1bcu-rosetta-0650,-1.0,0.007435804232954979
1bcu-rosetta-0668,-1.0,0.007435804232954979
1bcu-rosetta-0679,-1.0,0.007435804232954979
1bcu-rosetta-0690,-1.0,0.007435804232954979
1bcu-rosetta-0700,-1.0,0.007435804232954979
1bcu-rosetta-0706,-1.0,0.007435804232954979
1bcu-rosetta-0731,-1.0,0.007435804232954979
1bcu-rosetta-0732,-1.0,0.007435804232954979
1bcu-rosetta-0747,-1.0,0.04043738730251789
1bcu-rosetta-0753,-1.0,0.04043738730251789
1bcu-rosetta-0758,-1.0,0.04043738730251789
1bcu-rosetta-0769,-1.0,0.04043738730251789
1bcu-rosetta-0775,-1.0,0.04043738730251789
1bcu-rosetta-0795,-1.0,0.04043738730251789
1bcu-rosetta-0818,-1.0,0.04043738730251789
1bcu-rosetta-0819,-1.0,0.04043738730251789
1bcu-rosetta-0829,-1.0,0.04043738730251789
1bcu-rosetta-0887,-1.0,0.04043738730251789
