pdb_id,lig_id,resolution,release_year,target,prot_path,lig_path,pocket_path,source,tar_path,archive_path,score_file
1ps3,KIF,1.8,2003,2.28,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1ps3/crystal/1ps3_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1ps3/crystal/1ps3_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1ps3/crystal/1ps3_pocket.pdb,rosetta,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1ps3/rosetta.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1ps3/rosetta/1ps3_POSE.pdb.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1ps3/rosetta/score.sc
1ps3,KIF,1.8,2003,2.28,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1ps3/crystal/1ps3_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1ps3/crystal/1ps3_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1ps3/crystal/1ps3_pocket.pdb,boltz2,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1ps3/boltz.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1ps3/boltz/1ps3_boltz2_model_0.cif,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1ps3/boltz/affinity_1ps3_boltz2.json
4ddk,0HN,1.75,2013,2.29,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4ddk/crystal/4ddk_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4ddk/crystal/4ddk_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4ddk/crystal/4ddk_pocket.pdb,gnina,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4ddk/gnina.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4ddk/gnina/4ddk_POSE.pdb.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4ddk/gnina/score.sc
4ddk,0HN,1.75,2013,2.29,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4ddk/crystal/4ddk_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4ddk/crystal/4ddk_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4ddk/crystal/4ddk_pocket.pdb,rosetta,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4ddk/rosetta.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4ddk/rosetta/4ddk_POSE.pdb.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4ddk/rosetta/score.sc
4ddk,0HN,1.75,2013,2.29,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4ddk/crystal/4ddk_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4ddk/crystal/4ddk_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4ddk/crystal/4ddk_pocket.pdb,boltz2,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4ddk/boltz.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4ddk/boltz/4ddk_boltz2_model_0.cif,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4ddk/boltz/affinity_4ddk_boltz2.json
4jsz,FB2,1.9,2013,2.3,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4jsz/crystal/4jsz_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4jsz/crystal/4jsz_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4jsz/crystal/4jsz_pocket.pdb,gnina,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4jsz/gnina.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4jsz/gnina/4jsz_POSE.pdb.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4jsz/gnina/score.sc
4jsz,FB2,1.9,2013,2.3,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4jsz/crystal/4jsz_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4jsz/crystal/4jsz_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4jsz/crystal/4jsz_pocket.pdb,rosetta,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4jsz/rosetta.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4jsz/rosetta/4jsz_POSE.pdb.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4jsz/rosetta/score.sc
4jsz,FB2,1.9,2013,2.3,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4jsz/crystal/4jsz_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4jsz/crystal/4jsz_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4jsz/crystal/4jsz_pocket.pdb,boltz2,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4jsz/boltz.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4jsz/boltz/4jsz_boltz2_model_0.cif,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4jsz/boltz/affinity_4jsz_boltz2.json
3g2z,GZ2,1.5,2009,2.36,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3g2z/crystal/3g2z_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3g2z/crystal/3g2z_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3g2z/crystal/3g2z_pocket.pdb,gnina,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3g2z/gnina.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3g2z/gnina/3g2z_POSE.pdb.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3g2z/gnina/score.sc
3g2z,GZ2,1.5,2009,2.36,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3g2z/crystal/3g2z_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3g2z/crystal/3g2z_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3g2z/crystal/3g2z_pocket.pdb,rosetta,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3g2z/rosetta.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3g2z/rosetta/3g2z_POSE.pdb.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3g2z/rosetta/score.sc
3g2z,GZ2,1.5,2009,2.36,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3g2z/crystal/3g2z_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3g2z/crystal/3g2z_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3g2z/crystal/3g2z_pocket.pdb,boltz2,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3g2z/boltz.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3g2z/boltz/3g2z_boltz2_model_0.cif,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3g2z/boltz/affinity_3g2z_boltz2.json
3dxg,U5P,1.39,2009,2.4,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3dxg/crystal/3dxg_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3dxg/crystal/3dxg_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3dxg/crystal/3dxg_pocket.pdb,gnina,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3dxg/gnina.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3dxg/gnina/3dxg_POSE.pdb.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3dxg/gnina/score.sc
3dxg,U5P,1.39,2009,2.4,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3dxg/crystal/3dxg_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3dxg/crystal/3dxg_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3dxg/crystal/3dxg_pocket.pdb,rosetta,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3dxg/rosetta.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3dxg/rosetta/3dxg_POSE.pdb.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3dxg/rosetta/score.sc
3dxg,U5P,1.39,2009,2.4,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3dxg/crystal/3dxg_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3dxg/crystal/3dxg_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3dxg/crystal/3dxg_pocket.pdb,boltz2,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3dxg/boltz.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3dxg/boltz/3dxg_boltz2_model_0.cif,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3dxg/boltz/affinity_3dxg_boltz2.json
3l7b,DKZ,2.0,2010,2.4,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3l7b/crystal/3l7b_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3l7b/crystal/3l7b_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3l7b/crystal/3l7b_pocket.pdb,gnina,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3l7b/gnina.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3l7b/gnina/3l7b_POSE.pdb.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3l7b/gnina/score.sc
3l7b,DKZ,2.0,2010,2.4,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3l7b/crystal/3l7b_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3l7b/crystal/3l7b_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3l7b/crystal/3l7b_pocket.pdb,rosetta,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3l7b/rosetta.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3l7b/rosetta/3l7b_POSE.pdb.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3l7b/rosetta/score.sc
3l7b,DKZ,2.0,2010,2.4,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3l7b/crystal/3l7b_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3l7b/crystal/3l7b_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3l7b/crystal/3l7b_pocket.pdb,boltz2,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3l7b/boltz.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3l7b/boltz/3l7b_boltz2_model_0.cif,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3l7b/boltz/affinity_3l7b_boltz2.json
3gr2,GF4,1.8,2009,2.52,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3gr2/crystal/3gr2_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3gr2/crystal/3gr2_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3gr2/crystal/3gr2_pocket.pdb,gnina,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3gr2/gnina.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3gr2/gnina/3gr2_POSE.pdb.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3gr2/gnina/score.sc
3gr2,GF4,1.8,2009,2.52,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3gr2/crystal/3gr2_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3gr2/crystal/3gr2_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3gr2/crystal/3gr2_pocket.pdb,rosetta,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3gr2/rosetta.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3gr2/rosetta/3gr2_POSE.pdb.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3gr2/rosetta/score.sc
3gr2,GF4,1.8,2009,2.52,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3gr2/crystal/3gr2_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3gr2/crystal/3gr2_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3gr2/crystal/3gr2_pocket.pdb,boltz2,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3gr2/boltz.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3gr2/boltz/3gr2_boltz2_model_0.cif,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3gr2/boltz/affinity_3gr2_boltz2.json
3kgp,4AZ,2.35,2009,2.57,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3kgp/crystal/3kgp_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3kgp/crystal/3kgp_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3kgp/crystal/3kgp_pocket.pdb,gnina,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3kgp/gnina.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3kgp/gnina/3kgp_POSE.pdb.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3kgp/gnina/score.sc
3kgp,4AZ,2.35,2009,2.57,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3kgp/crystal/3kgp_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3kgp/crystal/3kgp_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3kgp/crystal/3kgp_pocket.pdb,rosetta,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3kgp/rosetta.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3kgp/rosetta/3kgp_POSE.pdb.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3kgp/rosetta/score.sc
3kgp,4AZ,2.35,2009,2.57,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3kgp/crystal/3kgp_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3kgp/crystal/3kgp_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3kgp/crystal/3kgp_pocket.pdb,boltz2,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3kgp/boltz.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3kgp/boltz/3kgp_boltz2_model_0.cif,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3kgp/boltz/affinity_3kgp_boltz2.json
3fcq,M3S,1.75,2009,2.77,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3fcq/crystal/3fcq_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3fcq/crystal/3fcq_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3fcq/crystal/3fcq_pocket.pdb,gnina,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3fcq/gnina.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3fcq/gnina/3fcq_POSE.pdb.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3fcq/gnina/score.sc
3fcq,M3S,1.75,2009,2.77,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3fcq/crystal/3fcq_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3fcq/crystal/3fcq_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3fcq/crystal/3fcq_pocket.pdb,rosetta,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3fcq/rosetta.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3fcq/rosetta/3fcq_POSE.pdb.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3fcq/rosetta/score.sc
3fcq,M3S,1.75,2009,2.77,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3fcq/crystal/3fcq_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3fcq/crystal/3fcq_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3fcq/crystal/3fcq_pocket.pdb,boltz2,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3fcq/boltz.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3fcq/boltz/3fcq_boltz2_model_0.cif,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3fcq/boltz/affinity_3fcq_boltz2.json
3lka,M4S,1.8,2010,2.82,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3lka/crystal/3lka_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3lka/crystal/3lka_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3lka/crystal/3lka_pocket.pdb,gnina,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3lka/gnina.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3lka/gnina/3LKA_M4S_posePOSE.pdbqt.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3lka/gnina/score.sc
3lka,M4S,1.8,2010,2.82,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3lka/crystal/3lka_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3lka/crystal/3lka_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3lka/crystal/3lka_pocket.pdb,rosetta,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3lka/rosetta.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3lka/rosetta/3lka_POSE.pdb.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3lka/rosetta/score.sc
3lka,M4S,1.8,2010,2.82,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3lka/crystal/3lka_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3lka/crystal/3lka_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3lka/crystal/3lka_pocket.pdb,boltz2,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3lka/boltz.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3lka/boltz/3lka_boltz2_model_0.cif,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3lka/boltz/affinity_3lka_boltz2.json
3zt2,ZT2,1.7,2012,2.84,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3zt2/crystal/3zt2_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3zt2/crystal/3zt2_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3zt2/crystal/3zt2_pocket.pdb,gnina,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3zt2/gnina.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3zt2/gnina/3zt2_POSE.pdb.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3zt2/gnina/score.sc
3zt2,ZT2,1.7,2012,2.84,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3zt2/crystal/3zt2_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3zt2/crystal/3zt2_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3zt2/crystal/3zt2_pocket.pdb,rosetta,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3zt2/rosetta.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3zt2/rosetta/3zt2_POSE.pdb.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3zt2/rosetta/score.sc
3zt2,ZT2,1.7,2012,2.84,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3zt2/crystal/3zt2_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3zt2/crystal/3zt2_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3zt2/crystal/3zt2_pocket.pdb,boltz2,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3zt2/boltz.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3zt2/boltz/3zt2_boltz2_model_0.cif,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3zt2/boltz/affinity_3zt2_boltz2.json
